,a,b,c,d,x,y,z,h,g,f
0,-6.372793523435404,-16.577754832893405,48.96123192635623,0,-0.3186396761717702,-16.259115156721634,0,0,49.279871602528,50.053085639731925
1,-17.485544325257713,21.215168763530137,49.00707870128927,1,-0.8742772162628857,22.089445979793023,0,0,49.88135591755215,49.32901099991648
2,-28.319168915336547,59.14488299128688,47.70268507456016,0,-1.4159584457668273,60.5608414370537,0,0,49.118643520326984,46.19340995862543
3,3.0512426884044914,-43.235330668886036,51.22539601884772,1,0.15256213442022457,-43.38789280330626,0,0,51.072833884427496,50.69536546055261
4,3.9450067827513706,13.971415887945337,50.36531543816106,0,0.19725033913756854,13.774165548807769,0,0,50.168065099023494,51.0947997630019
5,-18.494615929225006,38.54799479141367,49.54910027199035,1,-0.9247307964612503,39.47272558787492,0,0,50.473831068451595,49.036649311039966
6,40.7713478568175,55.298152908409726,51.36061496350523,0,2.038567392840875,53.25958551556885,0,0,49.32204757066435,51.12900309020145
7,16.628935658164128,-14.146258595363076,51.92456984942661,1,0.8314467829082064,-14.977705378271283,0,0,51.0931230665184,51.5348492324601
8,-17.679219501092128,133.08700670423033,50.3167908900961,0,-0.8839609750546065,133.97096767928494,0,0,51.20075186515071,50.72599355281784
9,-16.509521303798376,69.0549864726607,48.18204783964419,1,-0.8254760651899188,69.88046253785062,0,0,49.00752390483411,49.04599332027292
10,4.867552485522374,-72.45471611157025,49.50061979277105,0,0.2433776242761187,-72.69809373584637,0,0,49.257242168494926,50.45666527296425
11,-11.282004110426175,21.814068520101127,49.407261670842836,1,-0.5641002055213088,22.378168725622437,0,0,49.97136187636414,50.18449801824802
12,4.24307472638651,-141.81883220372168,50.31444924673279,0,0.2121537363193255,-142.030985940041,0,0,50.10229551041347,49.637778246012
13,-9.145350452231508,118.53662621451434,48.53354806294759,1,-0.4572675226115754,118.99389373712592,0,0,48.99081558555916,47.38467261451086
14,-5.526682220439566,182.6174119733433,51.23536328132497,0,-0.2763341110219783,182.8937460843653,0,0,51.51169739234695,52.34548775063833
15,-10.26042996910482,265.861473033646,50.17100639776246,1,-0.513021498455241,266.37449453210127,0,0,50.6840278962177,50.69469432935837
16,-4.6383842013238645,-237.71924472959964,50.3050475874149,0,-0.2319192100661932,-237.48732551953344,0,0,50.53696679748109,49.61299345777828
17,-2.069531785008505,41.97944568266838,50.9187679672052,1,-0.10347658925042524,42.082922271918804,0,0,51.022244556455625,50.3848896021853
18,-9.331751717305,28.354075283974367,49.002326192840634,0,-0.46658758586524995,28.820662869839616,0,0,49.46891377870588,48.24586392837402
19,-14.10558585147119,5.917280088511779,50.52445467588091,1,-0.7052792925735595,6.622559381085338,0,0,51.22973396845447,49.589788680861986
20,-32.28979424062181,24.843360288337646,48.78976611752575,0,-1.6144897120310904,26.457850000368737,0,0,50.40425582955684,48.96682514211399
21,9.09905514035804,5.083326341479174,48.916810381173455,1,0.45495275701790194,4.628373584461272,0,0,48.461857624155556,48.6769090239079
22,-33.45708994214997,302.0517651334731,46.10525871839169,0,-1.6728544971074986,303.7246196305806,0,0,47.77811321549919,46.36512307087815
23,-14.551365783708253,106.15565975466274,50.99189026057987,1,-0.7275682891854126,106.88322804384815,0,0,51.719458549765285,49.62138318086843
24,-1.7056588605365453,122.15478282336443,51.14769946172897,0,-0.08528294302682726,122.24006576639125,0,0,51.232982404755795,49.77539819429718
25,-1.0995239980886522,-158.04422457034042,51.041607197571416,1,-0.054976199904432616,-157.98924837043597,0,0,51.09658339747585,53.33455765022122
26,42.40986097065245,53.55216316836183,53.10161337529734,0,2.1204930485326225,51.43167011982921,0,0,50.98112032676472,53.85328996794746
27,5.445763228233881,-3.08915387939433,50.91341625459141,1,0.27228816141169404,-3.3614420408060237,0,0,50.64112809317972,51.60757858490014
28,-3.3843016473286736,106.68663823188093,50.136763832630116,0,-0.16921508236643368,106.85585331424737,0,0,50.30597891499655,51.25571790649432
29,-30.770722940664182,-107.66676036610681,48.04462719121174,1,-1.538536147033209,-106.1282242190736,0,0,49.583163338244944,47.34882866615166
30,-0.15424637555202406,-121.87718224367923,50.897809328282435,0,-0.007712318777601203,-121.86946992490162,0,0,50.905521647060034,50.73538749217422
31,23.18731232510064,-31.746147340883034,49.637569214115004,1,1.1593656162550319,-32.905512957138065,0,0,48.478203597859974,48.67789198191626
32,-31.75816066361069,29.398609437330336,49.53848709599978,0,-1.5879080331805344,30.98651747051087,0,0,51.12639512918031,49.4806511373959
33,2.2469132693996077,3.993582226579605,50.505061190489116,1,0.11234566346998039,3.8812365631096246,0,0,50.392715527019135,49.9743184290947
34,9.004183373914666,32.95335686066877,50.09081180137175,0,0.4502091686957333,32.503147691973034,0,0,49.640602632676014,49.21992897117824
35,-18.63095732133249,-130.54134510868857,49.44292052800756,1,-0.9315478660666247,-129.60979724262194,0,0,50.374468394074185,47.7684993719633
36,28.58439390544565,-74.18816850293459,50.98117735872774,0,1.4292196952722827,-75.61738819820687,0,0,49.55195766345546,49.75641725662745
37,1.5051528944677683,96.10813552341267,50.648786866823286,1,0.07525764472338842,96.03287787868928,0,0,50.5735292220999,49.58683639126411
38,5.095926574486068,109.29091267349541,50.27824096561759,0,0.2547963287243034,109.03611634477112,0,0,50.02344463689329,49.629484687788164
39,-35.09398298261977,-32.37626425706605,47.76342934960006,1,-1.7546991491309885,-30.62156510793506,0,0,49.518128498731045,49.15994203588259
40,9.732734663705823,-84.38034083211538,50.43624554044076,0,0.4866367331852912,-84.86697756530067,0,0,49.949608807255466,51.436877002849414
41,-7.268137570653214,-54.34647380197727,50.86185017213944,1,-0.3634068785326607,-53.98306692344461,0,0,51.2252570506721,50.79544129528188
42,-27.47963551696653,-48.2071003595364,49.30993614303774,0,-1.3739817758483264,-46.83311858368807,0,0,50.68391791888607,48.464923808623496
43,-5.232787638138046,-58.39641860681437,51.49609242899162,1,-0.2616393819069023,-58.13477922490747,0,0,51.75773181089853,50.829223899696544
44,1.502618991769188,-99.22568838300343,48.50489622861728,0,0.0751309495884594,-99.30081933259189,0,0,48.429765279028814,49.918950463479334
45,45.00840502521504,-29.71830931769523,51.60382526731158,1,2.250420251260752,-31.968729568955983,0,0,49.35340501605083,53.14589949195038
46,-14.481553939171743,-98.4730802968993,49.586705902594495,0,-0.7240776969585871,-97.74900259994071,0,0,50.31078359955308,49.03160142237773
47,-19.57766422529524,-115.24503936360829,49.14719812521175,1,-0.9788832112647621,-114.26615615234353,0,0,50.12608133647652,49.77105600555736
48,2.174765745988293,-86.03532388256039,51.69190763505052,0,0.10873828729941466,-86.14406216985981,0,0,51.5831693477511,53.18777963588602
49,-11.14137278265713,98.50587479485567,51.55059898169004,1,-0.5570686391328565,99.06294343398852,0,0,52.107667620822895,51.80703953100164
50,-16.13664305895683,50.647529397796134,47.896052161189786,0,-0.8068321529478416,51.454361550743975,0,0,48.70288431413763,49.02243154333377
51,-11.446333315926365,-120.61142592289508,50.28003050389589,1,-0.5723166657963182,-120.03910925709876,0,0,50.8523471696922,49.74683877527075
52,-31.185331728357575,-95.09493320716122,48.43124274167793,0,-1.5592665864178787,-93.53566662074334,0,0,49.990509328095804,50.007767799258716
53,20.83997459286199,-110.71160896867757,51.55578396933095,1,1.0419987296430995,-111.75360769832066,0,0,50.513785239687856,52.00940671829083
54,15.08704322580829,52.67837962662218,50.634974627161185,0,0.7543521612904145,51.92402746533177,0,0,49.88062246587077,51.47116203788417
55,-25.182506660400318,-97.53546203861434,48.12922728902178,1,-1.2591253330200158,-96.27633670559433,0,0,49.38835262204179,47.8801182873081
56,5.754120463176475,12.706523861555072,50.63179001883681,0,0.28770602315882376,12.418817838396247,0,0,50.344083995677984,50.93607582828232
57,22.244000719658143,17.76911654519251,49.12255456350261,1,1.1122000359829072,16.6569165092096,0,0,48.0103545275197,49.644891262031884
58,29.882533190222844,-101.05700765588351,50.750010935254465,0,1.4941266595111422,-102.55113431539465,0,0,49.25588427574332,49.646748406847216
59,6.359438190103878,-23.55027615457419,51.07514615846754,1,0.31797190950519394,-23.86824806407938,0,0,50.75717424896234,50.719561125533865
60,-25.490617043869346,64.99663322534438,48.0648057942017,0,-1.2745308521934673,66.27116407753785,0,0,49.33933664639517,48.229489441289275
61,24.560384579525874,71.19167817631578,52.06959377085246,1,1.2280192289762937,69.96365894733948,0,0,50.84157454187616,50.45078209535382
62,-12.763487428643291,20.222484110582894,51.23160572489172,0,-0.6381743714321646,20.860658482015058,0,0,51.869780096323886,50.3140976934131
63,0.29435854053630145,-85.62716374883475,49.895566689668506,1,0.014717927026815071,-85.64188167586155,0,0,49.88084876264169,48.910495207122
64,16.77382719390312,-63.846405194061994,50.713808935764725,0,0.8386913596951561,-64.68509655375715,0,0,49.87511757606957,47.917091854024825
65,3.2273890291244642,-87.58141924565004,52.63598701838461,1,0.16136945145622322,-87.74278869710626,0,0,52.47461756692839,53.37429492201711
66,-14.637646818187935,57.71266916957391,49.48536534657346,0,-0.7318823409093967,58.4445515104833,0,0,50.21724768748285,49.52773337973887
67,-6.0007647355726155,-56.23098422970122,49.63015441866777,1,-0.3000382367786308,-55.93094599292259,0,0,49.930192655446405,50.44896553720731
68,-0.7355346927622928,91.82608087011415,49.608912804511704,0,-0.036776734638114636,91.86285760475226,0,0,49.64568953914982,51.01899394489718
69,-27.848355742599296,84.34731071429016,49.17723393226611,1,-1.3924177871299648,85.73972850142013,0,0,50.56965171939608,47.43170977971258
70,25.63588287092541,160.18384377052968,49.37787572750152,0,1.2817941435462705,158.9020496269834,0,0,48.09608158395525,49.466942349863146
71,-32.874364153231376,50.24245083483922,47.94684759112623,1,-1.6437182076615688,51.88616904250079,0,0,49.5905657987878,47.4416105959467
72,17.83898099040794,-51.65720711974466,51.642673624882114,0,0.891949049520397,-52.54915616926506,0,0,50.750724575361716,52.0222458304298
73,-25.98462016248321,118.29378125264131,48.918571123411006,1,-1.2992310081241605,119.59301226076548,0,0,50.217802131535166,50.4126072598296
74,-14.637291346233152,-6.072425927698197,49.16720453241498,0,-0.7318645673116576,-5.340561360386539,0,0,49.89906909972664,48.54540794092296
75,-19.654288892117442,52.781709786693796,50.15446342027234,1,-0.9827144446058721,53.76442423129967,0,0,51.13717786487822,50.754489252595164
