,x,y
0,A,93.76471101042394
1,A,109.29302814770428
2,A,89.24439522807978
3,A,102.74912940591061
4,A,78.12626670589982
5,A,94.53483230427035
6,A,105.26650115156568
7,A,105.13841327916472
8,A,100.01972400064243
9,A,82.04009029720842
10,A,105.9553104437373
11,A,102.65788284282519
12,A,88.79632490942944
13,A,91.35128400099855
14,A,82.15449880916371
15,A,84.5404025058885
16,A,86.40114781967354
17,A,99.85607228303482
18,A,113.1104762001386
19,A,95.67024479533173
20,A,95.57079621422824
21,A,95.28468099317864
22,A,98.82011407124018
23,A,115.37256988507073
24,A,98.89538652732864
25,A,99.21278481817754
26,A,96.75484317868552
27,A,95.37658424405313
28,A,109.18796297385597
29,A,101.52206029716614
30,A,87.12636778805694
31,A,95.0363925975277
32,A,105.71297432541951
33,A,102.65516386494065
34,A,102.1665188219807
35,A,76.96516130149139
36,A,108.7986767883493
37,A,90.22949734485861
38,A,96.520657805737
39,A,105.49876304467088
40,A,86.11529816987897
41,A,84.82462742048541
42,A,98.81629094826974
43,A,96.28124406885873
44,A,125.90551327417343
45,A,106.52418416920992
46,A,115.97778271697968
47,A,104.15942240989015
48,A,102.1173883029416
49,A,112.93669665244865
50,A,97.10899008694341
51,A,98.7465648622464
52,A,121.90804389825826
53,A,98.78396697032456
54,A,94.88713269157417
55,A,104.00925929189559
56,A,99.9231567200111
57,A,99.48855459411503
58,A,97.78154555864128
59,A,83.32528487413376
60,A,94.5365290650013
61,A,97.35504595943665
62,A,83.80682619902886
63,A,119.74898401676673
64,A,110.33475975391987
65,A,107.9813865851584
66,A,96.43111303928593
67,A,112.24231076481189
68,A,106.5654825799913
69,A,96.33091156468984
70,A,84.71106193720351
71,A,78.85738805245336
72,A,106.49946394898315
73,A,106.50995201949932
74,A,85.80036674778945
75,A,87.94899779017138
76,A,104.66631110488188
77,A,103.70963167078646
78,A,88.76883220951736
79,A,100.79465059617465
80,A,82.37407704945076
81,A,107.32064032004227
82,A,80.38262264800753
83,A,104.29852695306252
84,A,108.32044822806957
85,A,91.32798260096132
86,A,109.85358287229907
87,A,94.70414943334193
88,A,98.48540166471592
89,A,102.30379355597233
90,A,110.30538879368623
91,A,114.1855086631523
92,A,108.80921950741143
93,A,96.81459881573849
94,A,90.6968727082342
95,A,88.90779857096271
96,A,83.49045740748312
97,A,103.04740807725823
98,A,102.74023393882645
99,A,98.11367293728465
100,A,111.81907912522205
101,A,82.75900930825574
102,A,109.10373402874761
103,A,89.81127875370936
104,A,85.31164326718068
105,A,93.0327641167341
106,A,117.50004310095609
107,A,105.7414250241082
108,A,95.55354396526435
109,A,92.53017100059554
110,A,78.37761728546789
111,A,92.54555402699899
112,A,90.65364830233595
113,A,101.78834516260002
114,A,92.50806260369741
115,A,94.72342562560058
116,A,89.96296868203582
117,A,104.61589067786564
118,A,91.08184441094285
119,A,97.15193180497728
120,A,99.00815759431623
121,A,98.73306459408066
122,A,120.29379058244896
123,A,104.67448265885965
124,A,99.27641138909183
125,A,104.51427838582612
126,A,95.95642611123287
127,A,94.20070677156518
128,A,80.1126425821702
129,A,106.54586011096458
130,A,98.62814803089965
131,A,99.70480756467147
132,A,96.36519227864329
133,A,103.17197095659814
134,A,114.45006746771799
135,A,95.44362376427421
136,A,102.16562953985957
137,A,86.33165059536368
138,A,100.60341357525742
139,A,103.91732383164253
140,A,93.06936585463794
141,A,116.71540498784096
142,A,88.4749242854843
143,A,121.62804945817851
144,A,87.88843597026933
145,A,85.12443967985449
146,A,96.10816444263486
147,A,121.28681216489112
148,A,112.09499903729201
149,A,115.26910156120292
150,A,95.98501818361795
151,A,107.20484143391504
152,A,83.73266238096079
153,A,96.49960693964874
154,A,103.79143197393
155,A,93.2275595320312
156,A,81.91295060407646
157,A,109.47586550888893
158,A,100.74673529295475
159,A,107.85500700714815
160,A,102.19954256498514
161,A,104.82542445446485
162,A,88.03786638997802
163,A,107.87496189837795
164,A,93.12998818239114
165,A,102.94153421257211
166,A,126.38074933794351
